Master Code,Item Name,Image url
MAT-001382,Paint - Wood Finish - PU Matte - Asian Paints,Paint - Wood Finish - Melamine Glossy - ICA Image
MAT-001383,Paint - Wood Finish - Melamine Glossy - ICA,Paint - Wood Finish - PU Glossy - ICA Image
MAT-001384,Paint - Wood Finish - PU Glossy - ICA,Paint - Texture - Rustic - Asian Paints Image
MAT-001385,Paint - Texture - Rustic - Asian Paints,Paint - Texture - Marble - Asian Paints Image
MAT-001386,Paint - Texture - Marble - Asian Paints,Paint - Texture - Sandstone - Berger Image
MAT-001387,Paint - Texture - Sandstone - Berger,Paint - Texture - Stucco - Dulux Image
MAT-001388,Paint - Texture - Stucco - Dulux,Paint - Waterproofing - Roof Coat - Dr. Fixit Image
MAT-001389,Paint - Waterproofing - Roof Coat - Dr. Fixit,Paint - Waterproofing - Wall Guard - Dr. Fixit Image
MAT-001390,Paint - Waterproofing - Wall Guard - Dr. Fixit,Paint - Waterproofing - Roof Coat - Asian Paints SmartCare Image
MAT-001391,Paint - Waterproofing - Roof Coat - Asian Paints SmartCare,Paint - Waterproofing - Wall Guard - Asian Paints SmartCare Image
MAT-001392,Paint - Waterproofing - Wall Guard - Asian Paints SmartCare,Paint - Metal Primer - Red Oxide - Asian Paints Image
MAT-001393,Paint - Metal Primer - Red Oxide - Asian Paints,Paint - Metal Primer - Zinc Chromate - Berger Image
MAT-001394,Paint - Metal Primer - Zinc Chromate - Berger,Paint - Metal Primer - Epoxy - Dulux Image
MAT-001395,Paint - Metal Primer - Epoxy - Dulux,Paint - Automotive Finish - PU Glossy - Asian Paints Autorefinz Image
MAT-001396,Paint - Automotive Finish - PU Glossy - Asian Paints Autorefinz,Paint - Automotive Finish - PU Matte - Asian Paints Autorefinz Image
MAT-001397,Paint - Automotive Finish - PU Matte - Asian Paints Autorefinz,Paint - Automotive Finish - NC Glossy - Berger Auto Image
MAT-001398,Paint - Automotive Finish - NC Glossy - Berger Auto,Paint - Automotive Finish - NC Matte - Berger Auto Image
MAT-001399,Paint - Automotive Finish - NC Matte - Berger Auto,Paint - Industrial Coating - Epoxy Primer - Asian Paints PPG Image
MAT-001400,Paint - Industrial Coating - Epoxy Primer - Asian Paints PPG,Paint - Industrial Coating - Epoxy Topcoat - Asian Paints PPG Image
MAT-001401,Paint - Industrial Coating - Epoxy Topcoat - Asian Paints PPG,Paint - Industrial Coating - PU Topcoat - Berger Industrial Image
MAT-001402,Paint - Industrial Coating - PU Topcoat - Berger Industrial,Paint - Industrial Coating - PU Primer - Berger Industrial Image
MAT-001403,Paint - Industrial Coating - PU Primer - Berger Industrial,Paint - Specialty - Heat Resistant - Asian Paints PPG Image
MAT-001404,Paint - Specialty - Heat Resistant - Asian Paints PPG,Paint - Specialty - Heat Resistant - Berger Industrial Image
MAT-001405,Paint - Specialty - Heat Resistant - Berger Industrial,Paint - Specialty - Anti-Corrosive - Asian Paints PPG Image
MAT-001406,Paint - Specialty - Anti-Corrosive - Asian Paints PPG,Paint - Specialty - Anti-Corrosive - Berger Industrial Image
MAT-001407,Paint - Specialty - Anti-Corrosive - Berger Industrial,Paint - Specialty - Floor Coating - Epoxy - Asian Paints PPG Image
MAT-001408,Paint - Specialty - Floor Coating - Epoxy - Asian Paints PPG,Paint - Specialty - Floor Coating - PU - Berger Industrial Image
MAT-001409,Paint - Specialty - Floor Coating - PU - Berger Industrial,Paint - Oil Paint - Glossy - Nerolac Image
MAT-001410,Paint - Oil Paint - Glossy - Nerolac,Paint - Oil Paint - Matte - Nerolac Image
MAT-001411,Paint - Oil Paint - Matte - Nerolac,Paint - Oil Paint - Glossy - JSW Paints Image
MAT-001412,Paint - Oil Paint - Glossy - JSW Paints,Paint - Oil Paint - Matte - JSW Paints Image
MAT-001413,Paint - Oil Paint - Matte - JSW Paints,Paint - Oil Paint - Glossy - Birla Opus Image
MAT-001414,Paint - Oil Paint - Glossy - Birla Opus,Paint - Oil Paint - Matte - Birla Opus Image
MAT-001415,Paint - Oil Paint - Matte - Birla Opus,Paint - Oxide - Red - Nerolac Image
MAT-001416,Paint - Oxide - Red - Nerolac,Paint - Oxide - Yellow - Nerolac Image
MAT-001417,Paint - Oxide - Yellow - Nerolac,Paint - Oxide - Black - Nerolac Image
MAT-001418,Paint - Oxide - Black - Nerolac,Paint - Oxide - Red - JSW Paints Image
MAT-001419,Paint - Oxide - Red - JSW Paints,Paint - Oxide - Yellow - JSW Paints Image
MAT-001420,Paint - Oxide - Yellow - JSW Paints,Paint - Oxide - Black - JSW Paints Image
MAT-001421,Paint - Oxide - Black - JSW Paints,Paint - Oxide - Red - Birla Opus Image
MAT-001422,Paint - Oxide - Red - Birla Opus,Paint - Oxide - Yellow - Birla Opus Image
MAT-001423,Paint - Oxide - Yellow - Birla Opus,Paint - Oxide - Black - Birla Opus Image
MAT-001424,Paint - Oxide - Black - Birla Opus,Paint - Interior Emulsion - Matte - JSW Paints Image
MAT-001425,Paint - Interior Emulsion - Matte - JSW Paints,Paint - Exterior Emulsion - Weatherproof - JSW Paints Image
MAT-001426,Paint - Exterior Emulsion - Weatherproof - JSW Paints,Paint - Interior Emulsion - Matte - Birla Opus Image
MAT-001427,Paint - Interior Emulsion - Matte - Birla Opus,Paint - Exterior Emulsion - Weatherproof - Birla Opus Image
MAT-001428,Paint - Exterior Emulsion - Weatherproof - Birla Opus,Paint - Interior Emulsion - Matte - Nerolac Image
MAT-001429,Paint - Interior Emulsion - Matte - Nerolac,Paint - Exterior Emulsion - Weatherproof - Nerolac Image
MAT-001430,Paint - Exterior Emulsion - Weatherproof - Nerolac,Paint - Interior Emulsion - Satin - Birla Opus Image
MAT-001431,Paint - Interior Emulsion - Satin - Birla Opus,Paint - Exterior Emulsion - High Durability - Birla Opus Image
MAT-001432,Paint - Exterior Emulsion - High Durability - Birla Opus,Paint - Primer - Water Based - Birla Opus Image
MAT-001433,Paint - Primer - Water Based - Birla Opus,Paint - Primer - Oil Based - Birla Opus Image
MAT-001434,Paint - Primer - Oil Based - Birla Opus,Paint - Wall Putty - White Cement - Birla Opus Image
MAT-001435,Paint - Wall Putty - White Cement - Birla Opus,Paint - Enamel - Glossy - Birla Opus Image
MAT-001436,Paint - Enamel - Glossy - Birla Opus,Paint - Enamel - Matte - Birla Opus Image
MAT-001437,Paint - Enamel - Matte - Birla Opus,Paint - Texture - Rustic - Birla Opus Image
MAT-001438,Paint - Texture - Rustic - Birla Opus,Paint - Texture - Marble - Birla Opus Image
MAT-001439,Paint - Texture - Marble - Birla Opus,Paint - Waterproofing - Wall Guard - Birla Opus Image
MAT-001440,Paint - Waterproofing - Wall Guard - Birla Opus,Paint - Waterproofing - Roof Coat - Birla Opus Image
MAT-001441,Paint - Waterproofing - Roof Coat - Birla Opus,Paint - Oil Paint - Glossy - Asian Paints Image
MAT-001442,Paint - Oil Paint - Glossy - Asian Paints,Paint - Oil Paint - Matte - Asian Paints Image
MAT-001443,Paint - Oil Paint - Matte - Asian Paints,Paint - Oil Paint - Satin - Asian Paints Image
MAT-001444,Paint - Oil Paint - Satin - Asian Paints,Paint - Enamel - Matte - Asian Paints Image
MAT-001445,Paint - Enamel - Matte - Asian Paints,Paint - Metal Primer - Zinc Chromate - Asian Paints Image
MAT-001446,Paint - Metal Primer - Zinc Chromate - Asian Paints,Paint - Oxide - Red - Asian Paints Image
MAT-001447,Paint - Oxide - Red - Asian Paints,Paint - Oxide - Yellow - Asian Paints Image
MAT-001448,Paint - Oxide - Yellow - Asian Paints,Paint - Oxide - Black - Asian Paints Image
MAT-001449,Paint - Oxide - Black - Asian Paints,Paint - Metal Primer - Red Oxide - Birla Opus Image
MAT-001450,Paint - Metal Primer - Red Oxide - Birla Opus,Paint - Metal Primer - Zinc Chromate - Birla Opus Image
MAT-001451,Paint - Metal Primer - Zinc Chromate - Birla Opus,"CPVC Reducer Tee 3/4 x 1/2"" - Astral Image"
MAT-001452,"CPVC Reducer Tee 3/4 x 1/2"" - Astral","CPVC Elbow 1"" - Hindware Image"
MAT-001453,"CPVC Elbow 1"" - Hindware","CPVC Elbow 1/2"" - Astral Image"
MAT-001454,"CPVC Elbow 1/2"" - Astral","CPVC Elbow 3/4"" - Astral Image"
MAT-001455,"CPVC Elbow 3/4"" - Astral","CPVC Elbow 1"" - Astral Image"
MAT-001456,"CPVC Elbow 1"" - Astral","CPVC Elbow 1-1/4"" - Astral Image"
MAT-001457,"CPVC Elbow 1-1/4"" - Astral","CPVC Elbow 1-1/2"" - Astral Image"
MAT-001458,"CPVC Elbow 1-1/2"" - Astral","CPVC Elbow 2"" - Astral Image"
MAT-001459,"CPVC Elbow 2"" - Astral","CPVC Tee 1/2"" - Astral Image"
MAT-001460,"CPVC Tee 1/2"" - Astral","CPVC Tee 3/4"" - Astral Image"
MAT-001461,"CPVC Tee 3/4"" - Astral","CPVC Tee 1"" - Astral Image"
MAT-001462,"CPVC Tee 1"" - Astral","CPVC Tee 1-1/4"" - Astral Image"
MAT-001463,"CPVC Tee 1-1/4"" - Astral","CPVC Tee 1-1/2"" - Astral Image"
MAT-001464,"CPVC Tee 1-1/2"" - Astral","CPVC Tee 2"" - Astral Image"
MAT-001465,"CPVC Tee 2"" - Astral","CPVC Coupler 1/2"" - Astral Image"
MAT-001466,"CPVC Coupler 1/2"" - Astral","CPVC Coupler 3/4"" - Astral Image"
MAT-001467,"CPVC Coupler 3/4"" - Astral","CPVC Coupler 1"" - Astral Image"
MAT-001468,"CPVC Coupler 1"" - Astral","CPVC Coupler 1-1/4"" - Astral Image"
MAT-001469,"CPVC Coupler 1-1/4"" - Astral","CPVC Coupler 1-1/2"" - Astral Image"
MAT-001470,"CPVC Coupler 1-1/2"" - Astral","CPVC Coupler 2"" - Astral Image"
MAT-001471,"CPVC Coupler 2"" - Astral","CPVC Male Adaptor 1/2"" - Astral Image"
MAT-001472,"CPVC Male Adaptor 1/2"" - Astral","CPVC Male Adaptor 3/4"" - Astral Image"
MAT-001473,"CPVC Male Adaptor 3/4"" - Astral","CPVC Male Adaptor 1"" - Astral Image"
MAT-001474,"CPVC Male Adaptor 1"" - Astral","CPVC Female Adaptor 1/2"" - Astral Image"
MAT-001475,"CPVC Female Adaptor 1/2"" - Astral","CPVC Female Adaptor 3/4"" - Astral Image"
MAT-001476,"CPVC Female Adaptor 3/4"" - Astral","CPVC Female Adaptor 1"" - Astral Image"
MAT-001477,"CPVC Female Adaptor 1"" - Astral","CPVC Elbow 3/4"" - Finolex Image"
MAT-001478,"CPVC Elbow 3/4"" - Finolex","CPVC Elbow 3/4"" Tru - Pipes Image"
MAT-001479,"CPVC Elbow 3/4"" Tru - Pipes","CPVC Elbow 1-1/4"" - Hindware Image"
MAT-001480,"CPVC Elbow 1-1/4"" - Hindware","CPVC Reducer Tee 1 x 3/4"" - Astral Image"
MAT-001481,"CPVC Reducer Tee 1 x 3/4"" - Astral","CPVC Elbow 1-1/4"" Tru - Pipes Image"
MAT-001482,"CPVC Elbow 1-1/4"" Tru - Pipes","CPVC Elbow 1-1/4"" - Finolex Image"
MAT-001483,"CPVC Elbow 1-1/4"" - Finolex","CPVC Reducer Elbow 1 x 3/4"" - Astral Image"
MAT-001484,"CPVC Reducer Elbow 1 x 3/4"" - Astral","CPVC Reducer Elbow 3/4 x 1/2"" - Astral Image"
MAT-001485,"CPVC Reducer Elbow 3/4 x 1/2"" - Astral","CPVC Elbow 1/2"" - Finolex Image"
MAT-001486,"CPVC Elbow 1/2"" - Finolex","CPVC Tee 2"" - Finolex Image"
MAT-001487,"CPVC Tee 2"" - Finolex","CPVC Elbow 1"" - Supreme Image"
MAT-001488,"CPVC Elbow 1"" - Supreme","CPVC Pipe 1"" - Finolex Image"
MAT-001489,"CPVC Pipe 1"" - Finolex","CPVC Clamp 1"" - Finolex Image"
MAT-001490,"CPVC Clamp 1"" - Finolex","CPVC Ball Valve 1"" - Finolex Image"
MAT-001491,"CPVC Ball Valve 1"" - Finolex","CPVC Tank Connector 1"" - Finolex Image"
MAT-001492,"CPVC Tank Connector 1"" - Finolex","CPVC Male Adapter 1"" - Finolex Image"
MAT-001493,"CPVC Male Adapter 1"" - Finolex","CPVC Brass Elbow 1"" - Finolex Image"
MAT-001494,"CPVC Brass Elbow 1"" - Finolex","CPVC Brass Insert Elbow 1"" - Finolex Image"
MAT-001495,"CPVC Brass Insert Elbow 1"" - Finolex","CPVC Reducer Tee 1 x 3/4"" - Finolex Image"
MAT-001496,"CPVC Reducer Tee 1 x 3/4"" - Finolex","CPVC Flange 1"" - Finolex Image"
MAT-001497,"CPVC Flange 1"" - Finolex","CPVC Tee 1-1/4"" - Finolex Image"
MAT-001498,"CPVC Tee 1-1/4"" - Finolex","CPVC Tee 1-1/2"" - Finolex Image"
MAT-001499,"CPVC Tee 1-1/2"" - Finolex","CPVC Elbow 1"" - Finolex Image"
MAT-001500,"CPVC Elbow 1"" - Finolex","CPVC Elbow 1"" Tru - Pipes Image"
MAT-001501,"CPVC Elbow 1"" Tru - Pipes","CPVC Elbow 1/2"" Tru - Pipes Image"
MAT-001502,"CPVC Elbow 1/2"" Tru - Pipes","CPVC Elbow 2"" - Finolex Image"
MAT-001503,"CPVC Elbow 2"" - Finolex","CPVC Tee 1/2"" - Finolex Image"
MAT-001504,"CPVC Tee 1/2"" - Finolex","CPVC Tee 3/4"" - Finolex Image"
MAT-001505,"CPVC Tee 3/4"" - Finolex","CPVC Tee 1"" - Finolex Image"
MAT-001506,"CPVC Tee 1"" - Finolex","CPVC Coupler 3/4"" - Finolex Image"
MAT-001507,"CPVC Coupler 3/4"" - Finolex","CPVC Coupler 1"" - Finolex Image"
MAT-001508,"CPVC Coupler 1"" - Finolex","CPVC End Cap 3/4"" - Finolex Image"
MAT-001509,"CPVC End Cap 3/4"" - Finolex","CPVC End Cap 1"" - Finolex Image"
MAT-001510,"CPVC End Cap 1"" - Finolex","CPVC Pipe 1-1/2"" - Finolex Image"
MAT-001511,"CPVC Pipe 1-1/2"" - Finolex","CPVC Pipe 2"" - Finolex Image"
MAT-001512,"CPVC Pipe 2"" - Finolex","CPVC Brass FTA 3/4"" - Finolex Image"
MAT-001513,"CPVC Brass FTA 3/4"" - Finolex","CPVC Brass FTA 1"" - Finolex Image"
MAT-001514,"CPVC Brass FTA 1"" - Finolex","CPVC Union 3/4"" - Finolex Image"
MAT-001515,"CPVC Union 3/4"" - Finolex","CPVC Union 1"" - Finolex Image"
MAT-001516,"CPVC Union 1"" - Finolex","CPVC Transition FTA 3/4"" - Finolex Image"
MAT-001517,"CPVC Transition FTA 3/4"" - Finolex","CPVC Transition FTA 1"" - Finolex Image"
MAT-001518,"CPVC Transition FTA 1"" - Finolex","CPVC Female Adapter 3/4"" - Finolex Image"
MAT-001519,"CPVC Female Adapter 3/4"" - Finolex","CPVC Female Adapter 1"" - Finolex Image"
MAT-001520,"CPVC Female Adapter 1"" - Finolex","CPVC Brass Tee 3/4"" - Finolex Image"
MAT-001521,"CPVC Brass Tee 3/4"" - Finolex","CPVC Brass Tee 1"" - Finolex Image"
MAT-001522,"CPVC Brass Tee 1"" - Finolex","CPVC Plug 3/4"" - Finolex Image"
MAT-001523,"CPVC Plug 3/4"" - Finolex","CPVC Plug 1"" - Finolex Image"
MAT-001524,"CPVC Plug 1"" - Finolex","CPVC Elbow with Insert 3/4"" - Finolex Image"
MAT-001525,"CPVC Elbow with Insert 3/4"" - Finolex","CPVC Elbow with Insert 1"" - Finolex Image"
MAT-001526,"CPVC Elbow with Insert 1"" - Finolex","CPVC End Connector 3/4"" - Finolex Image"
MAT-001527,"CPVC End Connector 3/4"" - Finolex","CPVC End Connector 1"" - Finolex Image"
MAT-001528,"CPVC End Connector 1"" - Finolex","CPVC Pipe 1/2"" - Finolex Image"
MAT-001529,"CPVC Pipe 1/2"" - Finolex","CPVC Clamp 1/2"" - Finolex Image"
MAT-001530,"CPVC Clamp 1/2"" - Finolex","CPVC Ball Valve 1/2"" - Finolex Image"
MAT-001531,"CPVC Ball Valve 1/2"" - Finolex","CPVC Tank Connector 1/2"" - Finolex Image"
MAT-001532,"CPVC Tank Connector 1/2"" - Finolex","CPVC Male Adapter 1/2"" - Finolex Image"
MAT-001533,"CPVC Male Adapter 1/2"" - Finolex","CPVC Brass Elbow 1/2"" - Finolex Image"
MAT-001534,"CPVC Brass Elbow 1/2"" - Finolex","CPVC Brass Insert Elbow 1/2"" - Finolex Image"
MAT-001535,"CPVC Brass Insert Elbow 1/2"" - Finolex","CPVC Reducer Tee 3/4 x 1/2"" - Finolex Image"
MAT-001536,"CPVC Reducer Tee 3/4 x 1/2"" - Finolex","CPVC Flange 1/2"" - Finolex Image"
MAT-001537,"CPVC Flange 1/2"" - Finolex","CPVC Elbow 3/4"" - Hindware Image"
MAT-001538,"CPVC Elbow 3/4"" - Hindware","CPVC Clamp 3/4"" - Finolex Image"
MAT-001539,"CPVC Clamp 3/4"" - Finolex","CPVC Ball Valve 3/4"" - Finolex Image"
MAT-001540,"CPVC Ball Valve 3/4"" - Finolex","CPVC Tank Connector 3/4"" - Finolex Image"
MAT-001541,"CPVC Tank Connector 3/4"" - Finolex","CPVC Male Adapter 3/4"" - Finolex Image"
MAT-001542,"CPVC Male Adapter 3/4"" - Finolex","CPVC Brass Elbow 3/4"" - Finolex Image"
MAT-001543,"CPVC Brass Elbow 3/4"" - Finolex","CPVC Brass Insert Elbow 3/4"" - Finolex Image"
MAT-001544,"CPVC Brass Insert Elbow 3/4"" - Finolex","CPVC Reducer Tee 1 x 1/2"" - Finolex Image"
MAT-001545,"CPVC Reducer Tee 1 x 1/2"" - Finolex","CPVC Flange 3/4"" - Finolex Image"
MAT-001546,"CPVC Flange 3/4"" - Finolex","CPVC Elbow 1/2"" - Hindware Image"
MAT-001547,"CPVC Elbow 1/2"" - Hindware","CPVC Elbow 3/4"" - Supreme Image"
MAT-001548,"CPVC Elbow 3/4"" - Supreme","CPVC Reducer 1 x 1/2"" - Finolex Image"
MAT-001549,"CPVC Reducer 1 x 1/2"" - Finolex","CPVC Coupler 1/2"" - Finolex Image"
MAT-001550,"CPVC Coupler 1/2"" - Finolex","CPVC End Cap 1/2"" - Finolex Image"
MAT-001551,"CPVC End Cap 1/2"" - Finolex","CPVC Pipe 1-1/4"" - Finolex Image"
MAT-001552,"CPVC Pipe 1-1/4"" - Finolex","CPVC Brass FTA 1/2"" - Finolex Image"
MAT-001553,"CPVC Brass FTA 1/2"" - Finolex","CPVC Union 1/2"" - Finolex Image"
MAT-001554,"CPVC Union 1/2"" - Finolex","CPVC Transition FTA 1/2"" - Finolex Image"
MAT-001555,"CPVC Transition FTA 1/2"" - Finolex","CPVC Female Adapter 1/2"" - Finolex Image"
MAT-001556,"CPVC Female Adapter 1/2"" - Finolex","CPVC Brass Tee 1/2"" - Finolex Image"
MAT-001557,"CPVC Brass Tee 1/2"" - Finolex","CPVC Plug 1/2"" - Finolex Image"
MAT-001558,"CPVC Plug 1/2"" - Finolex","CPVC Elbow with Insert 1/2"" - Finolex Image"
MAT-001559,"CPVC Elbow with Insert 1/2"" - Finolex","CPVC End Connector 1/2"" - Finolex Image"
MAT-001560,"CPVC End Connector 1/2"" - Finolex","CPVC Reducer 3/4 x 1/2"" - Finolex Image"
MAT-001561,"CPVC Reducer 3/4 x 1/2"" - Finolex","CPVC Pipe 3/4"" - Finolex Image"
MAT-001562,"CPVC Pipe 3/4"" - Finolex","CPVC Elbow 1-1/2"" - Hindware Image"
MAT-001563,"CPVC Elbow 1-1/2"" - Hindware","CPVC Elbow 2"" - Hindware Image"
MAT-001564,"CPVC Elbow 2"" - Hindware","CPVC Tee 1/2"" - Hindware Image"
MAT-001565,"CPVC Tee 1/2"" - Hindware","CPVC Tee 3/4"" - Hindware Image"
MAT-001566,"CPVC Tee 3/4"" - Hindware","CPVC Tee 1"" - Hindware Image"
MAT-001567,"CPVC Tee 1"" - Hindware","CPVC Tee 1-1/4"" - Hindware Image"
MAT-001568,"CPVC Tee 1-1/4"" - Hindware","CPVC Tee 1-1/2"" - Hindware Image"
MAT-001569,"CPVC Tee 1-1/2"" - Hindware","CPVC Tee 2"" - Hindware Image"
MAT-001570,"CPVC Tee 2"" - Hindware","CPVC Coupler 1/2"" - Hindware Image"
MAT-001571,"CPVC Coupler 1/2"" - Hindware","CPVC Coupler 3/4"" - Hindware Image"
MAT-001572,"CPVC Coupler 3/4"" - Hindware","CPVC Coupler 1"" - Hindware Image"
MAT-001573,"CPVC Coupler 1"" - Hindware","CPVC Reducer 3/4 x 1/2"" - Hindware Image"
MAT-001574,"CPVC Reducer 3/4 x 1/2"" - Hindware","CPVC Reducer 1 x 1/2"" - Hindware Image"
MAT-001575,"CPVC Reducer 1 x 1/2"" - Hindware","CPVC Reducer 1 x 3/4"" - Hindware Image"
MAT-001576,"CPVC Reducer 1 x 3/4"" - Hindware","CPVC End Cap 1/2"" - Hindware Image"
MAT-001577,"CPVC End Cap 1/2"" - Hindware","CPVC End Cap 3/4"" - Hindware Image"
MAT-001578,"CPVC End Cap 3/4"" - Hindware","CPVC End Cap 1"" - Hindware Image"
MAT-001579,"CPVC End Cap 1"" - Hindware","CPVC Pipe 1/2"" - Hindware Image"
MAT-001580,"CPVC Pipe 1/2"" - Hindware","CPVC Pipe 3/4"" - Hindware Image"
MAT-001581,"CPVC Pipe 3/4"" - Hindware","CPVC Pipe 1"" - Hindware Image"
MAT-001582,"CPVC Pipe 1"" - Hindware","CPVC Pipe 1-1/4"" - Hindware Image"
MAT-001583,"CPVC Pipe 1-1/4"" - Hindware","CPVC Pipe 1-1/2"" - Hindware Image"
MAT-001584,"CPVC Pipe 1-1/2"" - Hindware","CPVC Pipe 2"" - Hindware Image"
MAT-001585,"CPVC Pipe 2"" - Hindware","CPVC Clamp 1/2"" - Hindware Image"
MAT-001586,"CPVC Clamp 1/2"" - Hindware","CPVC Clamp 3/4"" - Hindware Image"
MAT-001587,"CPVC Clamp 3/4"" - Hindware","CPVC Clamp 1"" - Hindware Image"
MAT-001588,"CPVC Clamp 1"" - Hindware","CPVC Brass FTA 1/2"" - Hindware Image"
MAT-001589,"CPVC Brass FTA 1/2"" - Hindware","CPVC Brass FTA 3/4"" - Hindware Image"
MAT-001590,"CPVC Brass FTA 3/4"" - Hindware","CPVC Brass FTA 1"" - Hindware Image"
MAT-001591,"CPVC Brass FTA 1"" - Hindware","CPVC Ball Valve 1/2"" - Hindware Image"
MAT-001592,"CPVC Ball Valve 1/2"" - Hindware","CPVC Ball Valve 3/4"" - Hindware Image"
MAT-001593,"CPVC Ball Valve 3/4"" - Hindware","CPVC Ball Valve 1"" - Hindware Image"
MAT-001594,"CPVC Ball Valve 1"" - Hindware","CPVC Union 1/2"" - Hindware Image"
MAT-001595,"CPVC Union 1/2"" - Hindware","CPVC Union 3/4"" - Hindware Image"
MAT-001596,"CPVC Union 3/4"" - Hindware","CPVC Union 1"" - Hindware Image"
MAT-001597,"CPVC Union 1"" - Hindware","CPVC Tank Connector 1/2"" - Hindware Image"
MAT-001598,"CPVC Tank Connector 1/2"" - Hindware","CPVC Tank Connector 3/4"" - Hindware Image"
MAT-001599,"CPVC Tank Connector 3/4"" - Hindware","CPVC Tank Connector 1"" - Hindware Image"
MAT-001600,"CPVC Tank Connector 1"" - Hindware","CPVC Transition FTA 1/2"" - Hindware Image"
MAT-001601,"CPVC Transition FTA 1/2"" - Hindware","CPVC Transition FTA 3/4"" - Hindware Image"
MAT-001602,"CPVC Transition FTA 3/4"" - Hindware","CPVC Transition FTA 1"" - Hindware Image"
MAT-001603,"CPVC Transition FTA 1"" - Hindware","CPVC Male Adapter 1/2"" - Hindware Image"
MAT-001604,"CPVC Male Adapter 1/2"" - Hindware","CPVC Male Adapter 3/4"" - Hindware Image"
MAT-001605,"CPVC Male Adapter 3/4"" - Hindware","CPVC Male Adapter 1"" - Hindware Image"
MAT-001606,"CPVC Male Adapter 1"" - Hindware","CPVC Female Adapter 1/2"" - Hindware Image"
MAT-001607,"CPVC Female Adapter 1/2"" - Hindware","CPVC Female Adapter 3/4"" - Hindware Image"
MAT-001608,"CPVC Female Adapter 3/4"" - Hindware","CPVC Female Adapter 1"" - Hindware Image"
MAT-001609,"CPVC Female Adapter 1"" - Hindware","CPVC Brass Elbow 1/2"" - Hindware Image"
MAT-001610,"CPVC Brass Elbow 1/2"" - Hindware","CPVC Brass Elbow 3/4"" - Hindware Image"
MAT-001611,"CPVC Brass Elbow 3/4"" - Hindware","CPVC Brass Elbow 1"" - Hindware Image"
MAT-001612,"CPVC Brass Elbow 1"" - Hindware","CPVC Brass Tee 1/2"" - Hindware Image"
MAT-001613,"CPVC Brass Tee 1/2"" - Hindware","CPVC Brass Tee 3/4"" - Hindware Image"
MAT-001614,"CPVC Brass Tee 3/4"" - Hindware","CPVC Brass Tee 1"" - Hindware Image"
MAT-001615,"CPVC Brass Tee 1"" - Hindware","CPVC Brass Insert Elbow 1/2"" - Hindware Image"
MAT-001616,"CPVC Brass Insert Elbow 1/2"" - Hindware","CPVC Brass Insert Elbow 3/4"" - Hindware Image"
MAT-001617,"CPVC Brass Insert Elbow 3/4"" - Hindware","CPVC Brass Insert Elbow 1"" - Hindware Image"
MAT-001618,"CPVC Brass Insert Elbow 1"" - Hindware","CPVC Plug 1/2"" - Hindware Image"
MAT-001619,"CPVC Plug 1/2"" - Hindware","CPVC Plug 3/4"" - Hindware Image"
MAT-001620,"CPVC Plug 3/4"" - Hindware","CPVC Plug 1"" - Hindware Image"
MAT-001621,"CPVC Plug 1"" - Hindware","CPVC Reducer Tee 3/4 x 1/2"" - Hindware Image"
MAT-001622,"CPVC Reducer Tee 3/4 x 1/2"" - Hindware","CPVC Reducer Tee 1 x 1/2"" - Hindware Image"
MAT-001623,"CPVC Reducer Tee 1 x 1/2"" - Hindware","CPVC Reducer Tee 1 x 3/4"" - Hindware Image"
MAT-001624,"CPVC Reducer Tee 1 x 3/4"" - Hindware","CPVC Elbow with Insert 1/2"" - Hindware Image"
MAT-001625,"CPVC Elbow with Insert 1/2"" - Hindware","CPVC Elbow with Insert 3/4"" - Hindware Image"
MAT-001626,"CPVC Elbow with Insert 3/4"" - Hindware","CPVC Elbow with Insert 1"" - Hindware Image"
MAT-001627,"CPVC Elbow with Insert 1"" - Hindware","CPVC Flange 1/2"" - Hindware Image"
MAT-001628,"CPVC Flange 1/2"" - Hindware","CPVC Flange 3/4"" - Hindware Image"
MAT-001629,"CPVC Flange 3/4"" - Hindware","CPVC Flange 1"" - Hindware Image"
MAT-001630,"CPVC Flange 1"" - Hindware","CPVC End Connector 1/2"" - Hindware Image"
MAT-001631,"CPVC End Connector 1/2"" - Hindware","CPVC End Connector 3/4"" - Hindware Image"
MAT-001632,"CPVC End Connector 3/4"" - Hindware","CPVC End Connector 1"" - Hindware Image"
MAT-001633,"CPVC End Connector 1"" - Hindware","CPVC Reducer 1 x 3/4"" - Finolex Image"
MAT-001634,"CPVC Reducer 1 x 3/4"" - Finolex","CPVC Elbow 1-1/2"" - Finolex Image"
MAT-001635,"CPVC Elbow 1-1/2"" - Finolex","CPVC Elbow 1-1/2"" Tru - Pipes Image"
MAT-001636,"CPVC Elbow 1-1/2"" Tru - Pipes","CPVC Elbow 2"" Tru - Pipes Image"
MAT-001637,"CPVC Elbow 2"" Tru - Pipes","CPVC Tee 1/2"" Tru - Pipes Image"
MAT-001638,"CPVC Tee 1/2"" Tru - Pipes","CPVC Tee 3/4"" Tru - Pipes Image"
MAT-001639,"CPVC Tee 3/4"" Tru - Pipes","CPVC Tee 1"" Tru - Pipes Image"
MAT-001640,"CPVC Tee 1"" Tru - Pipes","CPVC Tee 1-1/4"" Tru - Pipes Image"
MAT-001641,"CPVC Tee 1-1/4"" Tru - Pipes","CPVC Tee 1-1/2"" Tru - Pipes Image"
